month,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU
1953-05,3.1216666666666666,5.666666666666667,1.5,0.8333333333333334,0.0
1953-06,7.08125,10.625,3.5,1.625,0.0
1953-07,4.8325,10.0,3.625,0.875,0.0
1953-08,3.67,3.875,2.625,1.125,0.0
1953-09,4.7787500000000005,6.625,2.625,1.375,0.0
1953-10,2.025,3.625,1.25,0.75,0.0
1953-11,1.6500000000000001,4.142857142857143,0.7142857142857143,0.0,0.0
1953-12,0.9557142857142856,2.2857142857142856,1.0,0.0,0.0
1954-01,2.952,9.2,1.2,0.4,0.0
1954-02,4.356,10.8,3.4,0.6,0.0
1954-03,4.3759999999999994,7.8,3.6,0.8,0.0
1954-04,0.125,0.3333333333333333,0.0,0.0,0.0
1954-05,2.7616666666666667,7.0,2.0,0.16666666666666666,0.0
1954-06,4.675,7.166666666666667,4.0,0.8333333333333334,0.0
1954-07,2.5016666666666665,7.5,1.1666666666666667,0.0,0.0
